South Court,0,06:08 PM,0,06:08 PM,0,06:08 PM,0,09:23 PM,0,09:23 PM,0,10:10 PM
Four Court Gym,33,06:08 PM,33,06:08 PM,33,06:08 PM,33,09:23 PM,78,09:23 PM,78,10:10 PM
North Court,4,06:08 PM,4,06:08 PM,4,06:08 PM,4,09:23 PM,9,09:23 PM,9,10:10 PM
Recreation Pool,0,06:12 PM,0,06:12 PM,0,09:02 PM,0,09:02 PM,0,09:02 PM,0,09:02 PM
Competition Pool,1,06:12 PM,1,06:12 PM,1,09:02 PM,0,09:02 PM,0,09:02 PM,0,09:02 PM
Arc Express,15,08:40 PM,20,08:59 PM,19,08:59 PM,19,09:29 PM,12,10:00 PM,0,10:00 PM
Spa,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM
Aquaplex Pool Deck,1,08:11 PM,1,08:11 PM,1,09:02 PM,0,09:02 PM,0,09:02 PM,0,09:02 PM
Tennis Courts,0,08:11 PM,0,08:11 PM,0,08:11 PM,0,08:11 PM,0,08:11 PM,0,08:11 PM
Arc Floor One,83,11:20 PM,67,12/08/2022,05:34 AM,17,06:04 AM,34,07:24 AM,49,08:05 AM,42
Climbing,0,10:10 PM,0,12/07/2022,10:10 PM,0,10:10 PM,0,10:10 PM,0,10:10 PM,0
Arc Olympic Lifting Zones,39,11:20 PM,28,12/08/2022,05:34 AM,12,06:04 AM,22,07:24 AM,36,08:05 AM,21
Arc Floor Two,64,11:20 PM,56,12/08/2022,05:34 AM,5,06:04 AM,13,07:24 AM,53,08:05 AM,33
South Court,5,11:20 PM,9,12/08/2022,05:34 AM,0,06:04 AM,0,07:24 AM,0,08:05 AM,0
Four Court Gym,75,11:20 PM,54,12/08/2022,05:34 AM,0,06:04 AM,0,07:24 AM,1,08:05 AM,0
North Court,0,11:20 PM,2,12/08/2022,05:34 AM,0,06:04 AM,0,07:24 AM,0,08:05 AM,0
Recreation Pool,0,09:02 PM,0,12/07/2022,09:02 PM,0,09:02 PM,0,09:02 PM,0,09:02 PM,0
Competition Pool,0,09:02 PM,0,12/07/2022,09:02 PM,0,09:02 PM,0,09:02 PM,0,09:02 PM,0
Arc Express,0,10:00 PM,0,12/07/2022,10:00 PM,0,10:00 PM,0,10:00 PM,0,10:00 PM,0
Spa,0,03:19 PM,0,12/03/2022,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0
Aquaplex Pool Deck,0,09:02 PM,0,12/07/2022,09:02 PM,0,09:02 PM,0,09:02 PM,0,09:02 PM,0
Tennis Courts,0,08:11 PM,0,12/07/2022,08:11 PM,0,08:11 PM,0,08:11 PM,0,08:11 PM,0
Arc Floor One,12/08/2022,08:05 AM,42,12/03/2022,03:09 PM,75,03:09 PM,75,03:09 PM,75,12/03/2022,03:09 PM
Climbing,12/07/2022,10:10 PM,0,12/07/2022,10:10 PM,0,10:10 PM,0,10:10 PM,0,12/07/2022,10:10 PM
Arc Olympic Lifting Zones,12/08/2022,08:05 AM,21,12/03/2022,03:09 PM,40,03:09 PM,40,03:09 PM,40,12/03/2022,03:09 PM
Arc Floor Two,12/08/2022,08:05 AM,33,12/03/2022,03:09 PM,64,03:09 PM,64,03:09 PM,64,12/03/2022,03:09 PM
South Court,12/08/2022,08:05 AM,0,12/03/2022,03:09 PM,0,03:09 PM,0,03:09 PM,0,12/03/2022,03:09 PM
Four Court Gym,12/08/2022,08:05 AM,0,11/30/2022,10:11 PM,26,10:11 PM,26,10:11 PM,26,11/30/2022,10:11 PM
North Court,12/08/2022,08:05 AM,0,11/30/2022,10:11 PM,26,10:11 PM,26,10:11 PM,26,11/30/2022,10:11 PM
Recreation Pool,12/07/2022,09:02 PM,0,12/07/2022,09:02 PM,0,09:02 PM,0,09:02 PM,0,12/08/2022,10:04 AM
Competition Pool,12/07/2022,09:02 PM,0,12/07/2022,09:02 PM,0,09:02 PM,0,09:02 PM,0,12/08/2022,10:04 AM
Arc Express,12/08/2022,08:38 AM,10,12/08/2022,08:38 AM,10,09:09 AM,8,09:47 AM,6,12/08/2022,09:47 AM
Spa,12/03/2022,03:19 PM,0,12/03/2022,03:19 PM,0,03:19 PM,0,03:19 PM,0,12/03/2022,03:19 PM
Aquaplex Pool Deck,12/07/2022,09:02 PM,0,12/07/2022,09:02 PM,0,09:02 PM,0,09:02 PM,0,12/08/2022,10:04 AM
Tennis Courts,12/07/2022,08:11 PM,0,12/07/2022,08:11 PM,0,08:11 PM,0,08:11 PM,0,12/07/2022,08:11 PM
Arc Floor One,75,12/08/2022,10:14 AM,71,10:14 AM,71,11:07 AM,99,11:07 AM,99,11:07 AM,12:07 PM
Climbing,0,12/07/2022,10:10 PM,0,10:10 PM,0,10:10 PM,0,10:10 PM,0,10:10 PM,10:10 PM
Arc Olympic Lifting Zones,40,12/08/2022,10:14 AM,36,10:14 AM,36,11:07 AM,54,11:07 AM,54,11:07 AM,12:07 PM
Arc Floor Two,64,12/08/2022,10:14 AM,47,10:14 AM,47,11:07 AM,81,11:07 AM,81,11:07 AM,12:07 PM
South Court,0,12/08/2022,10:14 AM,0,10:14 AM,0,11:07 AM,0,11:07 AM,0,11:07 AM,12:07 PM
Four Court Gym,26,12/08/2022,10:14 AM,18,10:14 AM,18,11:07 AM,19,11:07 AM,19,11:07 AM,12:07 PM
North Court,26,12/08/2022,10:14 AM,0,10:14 AM,0,11:07 AM,0,11:07 AM,0,11:07 AM,12:07 PM
Recreation Pool,2,12/08/2022,10:04 AM,2,10:04 AM,2,11:07 AM,1,11:07 AM,1,11:07 AM,12:02 PM
Competition Pool,0,12/08/2022,10:04 AM,0,10:04 AM,0,11:07 AM,2,11:07 AM,2,11:07 AM,12:02 PM
Arc Express,6,12/08/2022,09:47 AM,6,10:45 AM,18,10:45 AM,18,11:27 AM,17,11:43 AM,12:04 PM
Spa,0,12/03/2022,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,03:19 PM
Aquaplex Pool Deck,6,12/08/2022,10:04 AM,6,10:04 AM,6,11:07 AM,7,11:07 AM,7,11:07 AM,12:02 PM
Tennis Courts,0,12/07/2022,08:11 PM,0,08:11 PM,0,08:11 PM,0,08:11 PM,0,08:11 PM,08:11 PM
Arc Floor One,111,01:06 PM,105,01:06 PM,105,12/08/2022,02:08 PM,105,02:08 PM,105,02:08 PM,105
Climbing,0,10:10 PM,0,10:10 PM,0,12/08/2022,02:08 PM,3,02:08 PM,3,02:08 PM,3
Arc Olympic Lifting Zones,59,01:06 PM,54,01:06 PM,54,12/08/2022,02:08 PM,49,02:08 PM,49,02:08 PM,49
Arc Floor Two,81,01:06 PM,80,01:06 PM,80,12/08/2022,02:08 PM,68,02:08 PM,68,02:08 PM,68
South Court,0,01:06 PM,2,01:06 PM,2,12/08/2022,02:08 PM,6,02:08 PM,6,02:08 PM,6
Four Court Gym,11,01:06 PM,2,01:06 PM,2,12/08/2022,02:08 PM,17,02:08 PM,17,02:08 PM,17
North Court,0,01:06 PM,0,01:06 PM,0,12/08/2022,02:08 PM,1,02:08 PM,1,02:08 PM,1
Recreation Pool,3,01:04 PM,2,01:04 PM,2,12/08/2022,01:04 PM,2,01:04 PM,2,01:04 PM,2
Competition Pool,7,01:04 PM,5,01:04 PM,5,12/08/2022,01:04 PM,5,01:04 PM,5,01:04 PM,5
Arc Express,19,01:01 PM,18,01:26 PM,20,12/08/2022,02:05 PM,19,02:32 PM,20,03:03 PM,21
Spa,0,03:19 PM,0,03:19 PM,0,12/03/2022,03:19 PM,0,03:19 PM,0,03:19 PM,0
Aquaplex Pool Deck,7,01:04 PM,3,01:04 PM,3,12/08/2022,01:04 PM,3,01:04 PM,3,01:04 PM,3
Tennis Courts,0,08:11 PM,0,08:11 PM,0,12/07/2022,08:11 PM,0,08:11 PM,0,08:11 PM,0
Arc Floor One,03:15 PM,113,03:15 PM,113,04:09 PM,127,04:09 PM,127,04:09 PM,127,12/08/2022,05:26 PM
Climbing,03:15 PM,19,03:15 PM,19,04:09 PM,19,04:09 PM,19,04:09 PM,19,12/08/2022,05:26 PM
Arc Olympic Lifting Zones,03:15 PM,63,03:15 PM,63,04:09 PM,57,04:09 PM,57,04:09 PM,57,12/08/2022,05:26 PM
Arc Floor Two,03:15 PM,86,03:15 PM,86,04:09 PM,77,04:09 PM,77,04:09 PM,77,12/08/2022,05:26 PM
South Court,03:15 PM,6,03:15 PM,6,04:09 PM,2,04:09 PM,2,04:09 PM,2,12/08/2022,05:26 PM
Four Court Gym,03:15 PM,21,03:15 PM,21,04:09 PM,14,04:09 PM,14,04:09 PM,14,12/08/2022,05:26 PM
North Court,03:15 PM,4,03:15 PM,4,04:09 PM,4,04:09 PM,4,04:09 PM,4,12/08/2022,05:26 PM
Recreation Pool,01:04 PM,2,03:32 PM,2,03:32 PM,2,03:32 PM,2,03:32 PM,2,12/08/2022,03:32 PM
Competition Pool,01:04 PM,5,03:32 PM,4,03:32 PM,4,03:32 PM,4,03:32 PM,4,12/08/2022,05:24 PM
Arc Express,03:03 PM,21,03:30 PM,19,03:30 PM,19,04:30 PM,23,05:14 PM,29,12/08/2022,05:14 PM
Spa,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,12/03/2022,03:19 PM
Aquaplex Pool Deck,01:04 PM,3,03:32 PM,11,03:32 PM,11,03:32 PM,11,03:32 PM,11,12/08/2022,05:24 PM
Tennis Courts,08:11 PM,0,08:11 PM,0,08:11 PM,0,08:11 PM,0,08:11 PM,0,12/08/2022,05:24 PM
Arc Floor One,111,05:26 PM,111,06:13 PM,92,06:13 PM,92,07:23 PM,126,07:59 PM,112,09:30 PM
Climbing,16,05:26 PM,16,06:13 PM,0,06:13 PM,0,06:13 PM,0,06:13 PM,0,06:13 PM
Arc Olympic Lifting Zones,46,05:26 PM,46,06:13 PM,42,06:13 PM,42,07:23 PM,39,07:59 PM,33,09:30 PM
Arc Floor Two,71,05:26 PM,71,06:13 PM,70,06:13 PM,70,07:23 PM,72,07:59 PM,65,09:30 PM
South Court,15,05:26 PM,15,06:13 PM,9,06:13 PM,9,07:23 PM,21,07:59 PM,23,09:30 PM
Four Court Gym,8,05:26 PM,8,06:13 PM,18,06:13 PM,18,07:23 PM,28,07:59 PM,87,09:30 PM
North Court,3,05:26 PM,3,06:13 PM,6,06:13 PM,6,07:23 PM,6,07:59 PM,8,09:30 PM
Recreation Pool,2,03:32 PM,2,03:32 PM,2,03:32 PM,2,03:32 PM,2,03:32 PM,2,03:32 PM
Competition Pool,8,05:24 PM,8,05:24 PM,8,05:24 PM,8,05:24 PM,8,05:24 PM,8,05:24 PM
Arc Express,29,06:02 PM,26,06:02 PM,26,07:09 PM,12,07:09 PM,12,07:09 PM,12,07:09 PM
Spa,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM
Aquaplex Pool Deck,1,05:24 PM,1,05:24 PM,1,05:24 PM,1,05:24 PM,1,05:24 PM,1,05:24 PM
Tennis Courts,18,05:24 PM,18,05:24 PM,18,05:24 PM,18,05:24 PM,18,05:24 PM,18,05:24 PM
Arc Floor One,121,09:58 PM,86,12/09/2022,12:10 AM,Closed,0,06:18 AM,Open,26,12/09/2022,06:18 AM
Climbing,0,06:13 PM,0,12/08/2022,06:13 PM,Closed,0,06:13 PM,Closed,0,12/08/2022,06:13 PM
Arc Olympic Lifting Zones,40,09:58 PM,53,12/09/2022,12:10 AM,Closed,0,06:18 AM,Open,11,12/09/2022,06:18 AM
Arc Floor Two,53,09:58 PM,69,12/09/2022,12:10 AM,Closed,0,06:18 AM,Open,14,12/09/2022,06:18 AM
South Court,24,09:30 PM,24,12/09/2022,12:10 AM,Closed,24,12:10 AM,Closed,24,12/09/2022,12:10 AM
Four Court Gym,132,09:58 PM,158,12/09/2022,12:10 AM,Closed,0,12:10 AM,Closed,0,12/09/2022,12:10 AM
North Court,10,09:30 PM,10,12/09/2022,12:10 AM,Closed,10,12:10 AM,Closed,10,12/09/2022,12:10 AM
Recreation Pool,2,03:32 PM,2,12/08/2022,03:32 PM,Open,2,03:32 PM,Open,2,12/08/2022,03:32 PM
Competition Pool,8,05:24 PM,8,12/08/2022,05:24 PM,Open,8,05:24 PM,Open,8,12/08/2022,05:24 PM
Arc Express,12,09:57 PM,0,12/08/2022,09:57 PM,Closed,0,09:57 PM,Closed,0,12/09/2022,08:00 AM
Spa,0,03:19 PM,0,12/03/2022,03:19 PM,Closed,0,03:19 PM,Closed,0,12/03/2022,03:19 PM
Aquaplex Pool Deck,1,05:24 PM,1,12/08/2022,05:24 PM,Open,1,05:24 PM,Open,1,12/08/2022,05:24 PM
Tennis Courts,18,05:24 PM,18,12/08/2022,05:24 PM,Open,18,05:24 PM,Open,18,12/08/2022,05:24 PM
Arc Floor One,Open,06:18 AM,26,06:18 AM,26,12/09/2022,06:18 AM,Open,26,06:18 AM,26,06:18 AM
Climbing,Closed,06:13 PM,0,06:13 PM,0,12/08/2022,06:13 PM,Closed,0,06:13 PM,0,06:13 PM
Arc Olympic Lifting Zones,Open,06:18 AM,11,06:18 AM,11,12/09/2022,06:18 AM,Open,11,06:18 AM,11,06:18 AM
Arc Floor Two,Open,06:18 AM,14,06:18 AM,14,12/09/2022,06:18 AM,Open,14,06:18 AM,14,06:18 AM
South Court,Closed,12:10 AM,24,12:10 AM,24,12/09/2022,12:10 AM,Closed,24,12:10 AM,24,12:10 AM
Four Court Gym,Closed,12:10 AM,0,12:10 AM,0,12/09/2022,12:10 AM,Closed,0,12:10 AM,0,12:10 AM
North Court,Closed,12:10 AM,10,12:10 AM,10,12/09/2022,12:10 AM,Closed,10,12:10 AM,10,12:10 AM
Recreation Pool,Open,03:32 PM,2,03:32 PM,2,12/05/2022,11:12 AM,Open,0,11:12 AM,0,02:33 PM
Competition Pool,Open,05:24 PM,8,05:24 PM,8,12/05/2022,11:12 AM,Open,1,11:12 AM,1,02:33 PM
Arc Express,Open,08:30 AM,4,09:00 AM,5,12/09/2022,09:00 AM,Open,5,09:30 AM,8,10:01 AM
Spa,Closed,03:19 PM,0,03:19 PM,0,12/03/2022,03:19 PM,Closed,0,03:19 PM,0,03:19 PM
Aquaplex Pool Deck,Open,05:24 PM,1,05:24 PM,1,12/05/2022,11:12 AM,Open,0,11:12 AM,0,02:33 PM
Tennis Courts,Open,05:24 PM,18,05:24 PM,18,12/05/2022,10:03 AM,Closed,0,10:03 AM,0,10:03 AM
Arc Floor One,26,12/09/2022,06:18 AM,26,06:18 AM,26,06:18 AM,26,06:18 AM,26,12/09/2022,06:18 AM
Climbing,0,12/08/2022,06:13 PM,0,06:13 PM,0,06:13 PM,0,06:13 PM,0,12/08/2022,06:13 PM
Arc Olympic Lifting Zones,11,12/09/2022,06:18 AM,11,06:18 AM,11,06:18 AM,11,06:18 AM,11,12/09/2022,06:18 AM
Arc Floor Two,14,12/09/2022,06:18 AM,14,06:18 AM,14,06:18 AM,14,06:18 AM,14,12/09/2022,06:18 AM
South Court,24,12/09/2022,12:10 AM,24,12:10 AM,24,12:10 AM,24,12:10 AM,24,12/09/2022,12:10 AM
Four Court Gym,0,12/09/2022,12:10 AM,0,12:10 AM,0,12:10 AM,0,12:10 AM,0,12/09/2022,12:10 AM
North Court,10,12/09/2022,12:10 AM,10,12:10 AM,10,12:10 AM,10,12:10 AM,10,12/09/2022,12:10 AM
Recreation Pool,3,12/09/2022,10:09 AM,6,10:09 AM,6,10:09 AM,6,10:09 AM,6,12/09/2022,12:04 PM
Competition Pool,0,12/09/2022,10:09 AM,1,10:09 AM,1,10:09 AM,1,10:09 AM,1,12/09/2022,12:04 PM
Arc Express,11,12/09/2022,10:01 AM,11,10:30 AM,13,11:00 AM,18,11:30 AM,16,12/09/2022,12:03 PM
Spa,0,12/03/2022,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,12/03/2022,03:19 PM
Aquaplex Pool Deck,0,12/05/2022,02:33 PM,0,02:33 PM,0,02:33 PM,0,02:33 PM,0,12/09/2022,12:04 PM
Tennis Courts,0,12/05/2022,10:03 AM,0,10:03 AM,0,10:03 AM,0,10:03 AM,0,12/05/2022,10:03 AM
Arc Floor One,26,06:18 AM,26,06:18 AM,26,01:15 PM,75,12/09/2022,01:15 PM,75,01:15 PM,75
Climbing,0,06:13 PM,0,06:13 PM,0,06:13 PM,0,12/08/2022,06:13 PM,0,06:13 PM,0
Arc Olympic Lifting Zones,11,06:18 AM,11,06:18 AM,11,01:15 PM,44,12/09/2022,01:15 PM,44,01:15 PM,44
Arc Floor Two,14,06:18 AM,14,06:18 AM,14,01:15 PM,63,12/09/2022,01:15 PM,63,01:15 PM,63
South Court,24,12:10 AM,24,12:10 AM,24,01:15 PM,0,12/09/2022,01:15 PM,0,01:15 PM,0
Four Court Gym,0,12:10 AM,0,12:10 AM,0,01:15 PM,6,12/09/2022,01:15 PM,6,01:15 PM,6
North Court,10,12:10 AM,10,12:10 AM,10,01:15 PM,0,12/09/2022,01:15 PM,0,01:15 PM,0
Recreation Pool,1,12:04 PM,1,12:04 PM,1,12:04 PM,1,12/09/2022,01:26 PM,1,01:26 PM,1
Competition Pool,0,12:04 PM,0,12:04 PM,0,12:04 PM,0,12/09/2022,01:26 PM,0,01:26 PM,0
Arc Express,11,12:35 PM,9,01:02 PM,12,01:02 PM,12,12/09/2022,01:02 PM,12,01:32 PM,16
Spa,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,12/03/2022,03:19 PM,0,03:19 PM,0
Aquaplex Pool Deck,5,12:04 PM,5,12:04 PM,5,12:04 PM,5,12/09/2022,01:26 PM,2,01:26 PM,2
Tennis Courts,0,10:03 AM,0,10:03 AM,0,10:03 AM,0,12/09/2022,01:26 PM,0,01:26 PM,0
Arc Floor One,01:15 PM,75,12/09/2022,02:15 PM,Open,98,02:15 PM,98,02:15 PM,98,02:15 PM,98
Climbing,06:13 PM,0,12/09/2022,02:15 PM,Open,10,02:15 PM,10,02:15 PM,10,02:15 PM,10
Arc Olympic Lifting Zones,01:15 PM,44,12/09/2022,02:15 PM,Open,48,02:15 PM,48,02:15 PM,48,02:15 PM,48
Arc Floor Two,01:15 PM,63,12/09/2022,02:15 PM,Open,77,02:15 PM,77,02:15 PM,77,02:15 PM,77
South Court,01:15 PM,0,12/09/2022,02:15 PM,Open,0,02:15 PM,0,02:15 PM,0,02:15 PM,0
Four Court Gym,01:15 PM,6,12/09/2022,02:15 PM,Open,12,02:15 PM,12,02:15 PM,12,02:15 PM,12
North Court,01:15 PM,0,12/09/2022,02:15 PM,Open,0,02:15 PM,0,02:15 PM,0,02:15 PM,0
Recreation Pool,01:26 PM,1,12/09/2022,01:26 PM,Open,1,01:26 PM,1,01:26 PM,1,03:10 PM,6
Competition Pool,01:26 PM,0,12/09/2022,01:26 PM,Closed,0,01:26 PM,0,01:26 PM,0,03:10 PM,0
Arc Express,02:03 PM,11,12/09/2022,02:03 PM,Open,11,02:32 PM,19,03:03 PM,24,03:03 PM,24
Spa,03:19 PM,0,12/03/2022,03:19 PM,Closed,0,03:19 PM,0,03:19 PM,0,03:19 PM,0
Aquaplex Pool Deck,01:26 PM,2,12/09/2022,01:26 PM,Open,2,01:26 PM,2,01:26 PM,2,03:10 PM,0
Tennis Courts,01:26 PM,0,12/09/2022,01:26 PM,Closed,0,01:26 PM,0,01:26 PM,0,01:26 PM,0
Arc Floor One,03:26 PM,140,03:26 PM,140,03:26 PM,140,03:26 PM,140,03:26 PM,140,03:26 PM,140
Climbing,03:26 PM,25,03:26 PM,25,03:26 PM,25,03:26 PM,25,03:26 PM,25,03:26 PM,25
Arc Olympic Lifting Zones,03:26 PM,59,03:26 PM,59,03:26 PM,59,03:26 PM,59,03:26 PM,59,03:26 PM,59
Arc Floor Two,03:26 PM,89,03:26 PM,89,03:26 PM,89,03:26 PM,89,03:26 PM,89,03:26 PM,89
South Court,03:26 PM,0,03:26 PM,0,03:26 PM,0,03:26 PM,0,03:26 PM,0,03:26 PM,0
Four Court Gym,03:26 PM,28,03:26 PM,28,03:26 PM,28,03:26 PM,28,03:26 PM,28,03:26 PM,28
North Court,03:26 PM,0,03:26 PM,0,03:26 PM,0,03:26 PM,0,03:26 PM,0,03:26 PM,0
Recreation Pool,03:10 PM,6,03:10 PM,6,03:10 PM,6,04:21 PM,3,04:21 PM,3,04:21 PM,3
Competition Pool,03:10 PM,0,03:10 PM,0,03:10 PM,0,04:21 PM,0,04:21 PM,0,04:21 PM,0
Arc Express,03:03 PM,24,03:36 PM,23,04:01 PM,19,04:01 PM,19,04:31 PM,15,05:02 PM,7
Spa,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0
Aquaplex Pool Deck,03:10 PM,0,03:10 PM,0,03:10 PM,0,04:21 PM,0,04:21 PM,0,04:21 PM,0
Tennis Courts,01:26 PM,0,01:26 PM,0,01:26 PM,0,01:26 PM,0,01:26 PM,0,01:26 PM,0
Arc Floor One,03:26 PM,140,03:26 PM,140,05:59 PM,110,05:59 PM,110,05:59 PM,110,05:59 PM,110
Climbing,03:26 PM,25,03:26 PM,25,05:59 PM,10,05:59 PM,10,05:59 PM,10,05:59 PM,10
Arc Olympic Lifting Zones,03:26 PM,59,03:26 PM,59,05:59 PM,41,05:59 PM,41,05:59 PM,41,05:59 PM,41
Arc Floor Two,03:26 PM,89,03:26 PM,89,05:59 PM,69,05:59 PM,69,05:59 PM,69,05:59 PM,69
South Court,03:26 PM,0,03:26 PM,0,05:59 PM,6,05:59 PM,6,05:59 PM,6,05:59 PM,6
Four Court Gym,03:26 PM,28,03:26 PM,28,05:59 PM,14,05:59 PM,14,05:59 PM,14,05:59 PM,14
North Court,03:26 PM,0,03:26 PM,0,05:59 PM,0,05:59 PM,0,05:59 PM,0,05:59 PM,0
Recreation Pool,05:25 PM,2,05:25 PM,2,05:25 PM,2,05:25 PM,2,05:25 PM,2,05:25 PM,2
Competition Pool,05:25 PM,1,05:25 PM,1,05:25 PM,1,05:25 PM,1,05:25 PM,1,05:25 PM,1
Arc Express,05:02 PM,7,05:36 PM,12,05:36 PM,12,06:07 PM,9,06:33 PM,17,07:06 PM,10
Spa,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0
Aquaplex Pool Deck,05:25 PM,0,05:25 PM,0,05:25 PM,0,05:25 PM,0,05:25 PM,0,05:25 PM,0
Tennis Courts,01:26 PM,0,01:26 PM,0,01:26 PM,0,01:26 PM,0,01:26 PM,0,01:26 PM,0
Arc Floor One,07:21 PM,77,07:57 PM,74,07:57 PM,74,07:57 PM,74,07:57 PM,74
Climbing,05:59 PM,10,07:57 PM,0,07:57 PM,0,07:57 PM,0,07:57 PM,0
Arc Olympic Lifting Zones,07:21 PM,45,07:57 PM,43,07:57 PM,43,07:57 PM,43,07:57 PM,43
Arc Floor Two,07:21 PM,59,07:57 PM,46,07:57 PM,46,07:57 PM,46,07:57 PM,46
South Court,07:21 PM,2,07:57 PM,4,07:57 PM,4,07:57 PM,4,07:57 PM,4
Four Court Gym,07:21 PM,38,07:57 PM,38,07:57 PM,38,07:57 PM,38,07:57 PM,38
North Court,07:21 PM,1,07:57 PM,2,07:57 PM,2,07:57 PM,2,07:57 PM,2
Recreation Pool,07:23 PM,0,07:23 PM,0,07:23 PM,0,07:23 PM,0,07:23 PM,0
Competition Pool,07:23 PM,0,07:23 PM,0,07:23 PM,0,07:23 PM,0,07:23 PM,0
Arc Express,07:06 PM,10,07:06 PM,10,08:02 PM,17,09:03 PM,6,09:35 PM,3
Spa,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0,03:19 PM,0
Aquaplex Pool Deck,07:23 PM,0,07:23 PM,0,07:23 PM,0,07:23 PM,0,07:23 PM,0
Tennis Courts,01:26 PM,0,01:26 PM,0,01:26 PM,0,01:26 PM,0,01:26 PM,0
